id,zip,state,county,poverty,price2007,price2013
690,95616,CA,yolo,14.5,566900,545900
691,43235,OH,franklin,16.2,195800,194300
692,92563,CA,riverside,11.7,487500,334800
693,20850,MD,montgomery,5.1,571900,522500
694,94611,CA,alameda,11.0,908200,899400
695,19335,PA,chester,5.5,307000,287500
696,62040,IL,madison,11.3,81800,73600
697,32137,FL,flagler,10.1,300800,175500
698,98661,WA,clark,9.5,219800,186900
699,90803,CA,los angeles,14.6,910800,780600
700,48183,MI,wayne,20.8,166600,119200
701,87123,NM,bernalillo,14.9,172100,180100
702,48111,MI,wayne,20.8,182100,128300
703,97330,OR,benton,17.6,251000,273300
704,29720,SC,lancaster,17.9,87400,87200
705,32837,FL,orange,11.6,298500,172400
706,54935,WI,fond du lac,8.4,106300,101000
707,61554,IL,tazewell,8.0,89800,91800
708,40216,KY,jefferson,14.6,92700,97000
709,65804,MO,greene,13.7,126000,124100
710,19147,PA,philadelphia,23.5,297400,284100
711,33617,FL,hillsborough,11.6,182500,83000
712,94577,CA,alameda,11.0,560100,401000
713,78504,TX,hidalgo,34.0,131700,114500
714,90503,CA,los angeles,14.6,767100,694500
716,52001,IA,dubuque,8.8,98600,107700
717,72764,AR,washington,15.4,148100,113600
718,87108,NM,bernalillo,14.9,163100,164500
719,10461,NY,bronx,27.1,421200,375200
720,91766,CA,los angeles,14.6,413800,274800
721,91406,CA,los angeles,14.6,550700,425700
722,48170,MI,wayne,20.8,277300,241500
723,35405,AL,tuscaloosa,18.6,151200,150800
724,95610,CA,sacramento,12.2,365700,251800
725,15108,PA,allegheny,11.6,143400,157600
726,44120,OH,cuyahoga,15.7,106700,76000
727,34293,FL,sarasota,8.1,258400,145500
728,55104,MN,ramsey,13.5,206900,172100
729,64118,MO,clay,7.1,130300,123400
730,78681,TX,williamson,6.0,179900,222000
731,75227,TX,dallas,16.9,92000,69700
732,95828,CA,sacramento,12.2,330100,181600
733,75703,TX,smith,14.3,162800,167100
734,95060,CA,santa cruz,10.6,767800,712300
735,80229,CO,adams,12.8,174000,159800
736,85260,AZ,maricopa,12.9,474600,355000
737,91367,CA,los angeles,14.6,744000,576200
739,30721,GA,whitfield,16.5,105400,70500
740,99205,WA,spokane,13.1,129700,120900
741,65803,MO,greene,13.7,83800,76600
742,54703,WI,eau claire,13.0,120100,127700
743,33418,FL,palm beach,10.2,442700,295300
744,21044,MD,howard,4.5,418300,349400
745,33415,FL,palm beach,10.2,185700,69800
746,48706,MI,bay,11.7,103600,81100
747,33914,FL,lee,10.1,345400,204000
748,93436,CA,santa barbara,12.2,422500,228900
749,1970,MA,essex,10.4,327500,279200
750,8757,NJ,ocean,8.4,199400,122200
751,85719,AZ,pima,14.9,230000,170200
752,37043,TN,montgomery,12.7,147900,168800
753,85018,AZ,maricopa,12.9,410900,358800
755,29588,SC,horry,14.0,185600,132700
756,44111,OH,cuyahoga,15.7,92100,63800
757,21221,MD,baltimore,19.9,205900,162200
758,94118,CA,san francisco,10.6,1247800,1502400
759,55303,MN,anoka,6.4,227400,181500
760,91770,CA,los angeles,14.6,505900,431700
761,34787,FL,orange,11.6,309000,196500
762,8854,NJ,middlesex,6.6,356900,263300
763,33126,FL,miami-dade,15.3,228800,117800
764,28110,NC,union,7.9,152400,143000
765,27215,NC,alamance,13.0,130000,123400
766,92114,CA,san diego,11.1,438200,312800
767,98270,WA,snohomish,8.0,277500,235500
768,92260,CA,riverside,11.7,442900,312100
769,85044,AZ,maricopa,12.9,322900,229400
770,1453,MA,worcester,9.5,253500,195300
771,8081,NJ,camden,10.6,229700,154500
772,94546,CA,alameda,11.0,647700,550300
773,90813,CA,los angeles,14.6,384900,257400
774,87507,NM,santa fe,15.0,224500,181100
775,95628,CA,sacramento,12.2,465000,347700
776,96816,HI,honolulu,7.8,772500,850700
777,32514,FL,escambia,15.0,154700,116400
778,77546,TX,galveston,12.4,154900,180500
779,2860,RI,providence,15.4,229300,123700
780,14224,NY,erie,13.7,118700,132900
781,94568,CA,alameda,11.0,662300,600600
782,94550,CA,alameda,11.0,675200,617900
783,92129,CA,san diego,11.1,631300,629700
784,43224,OH,franklin,16.2,92000,67800
785,80233,CO,adams,12.8,192900,189800
786,27604,NC,wake,8.5,142400,145600
787,11106,NY,queens,12.2,498200,506100
790,63033,MO,saint louis,23.0,137700,87400
792,75231,TX,dallas,16.9,74100,64200
795,30114,GA,cherokee,6.0,229700,165500
796,2703,MA,bristol,9.3,310900,231400
797,54220,WI,manitowoc,8.6,97100,89000
798,42240,KY,christian,19.0,90500,99100
799,79907,TX,el paso,28.4,82000,83500
800,20171,VA,fairfax,5.5,601600,559900
801,37128,TN,rutherford,11.8,145800,160700
802,8724,NJ,ocean,8.4,324700,221100
804,7024,NJ,bergen,5.9,573900,447000
805,90016,CA,los angeles,14.6,511000,387300
806,16801,PA,centre,14.7,221200,243600
807,90630,CA,orange,8.9,634000,525500
808,95621,CA,sacramento,12.2,330000,210200
809,15068,PA,westmoreland,9.5,85700,85200
810,78748,TX,travis,14.6,161000,188100
811,92026,CA,san diego,11.1,499200,385200
812,60440,IL,will,5.9,209900,149900
813,44118,OH,cuyahoga,15.7,150800,125100
814,44203,OH,summit,14.0,104900,81900
815,6460,CT,new haven,9.5,328800,241600
817,27703,NC,durham,15.9,134800,127600
818,93906,CA,monterey,12.1,596100,269300
819,37221,TN,davidson,15.2,211000,209800
820,20774,MD,prince georges,8.1,363800,232700
821,60506,IL,kane,7.8,190300,129500
822,12866,NY,saratoga,6.9,275500,280900
823,23669,VA,hampton city,15.0,180800,150500
824,43204,OH,franklin,16.2,91800,75800
825,32725,FL,volusia,14.1,194500,85000
826,63026,MO,saint louis,23.0,197300,176800
827,95403,CA,sonoma,8.9,568000,386700
829,98003,WA,king,9.9,273600,205100
830,98023,WA,king,9.9,309400,250200
831,34221,FL,manatee,10.6,252200,132700
832,37343,TN,hamilton,13.5,139000,145600
833,37920,TN,knox,12.8,93800,98200
834,14450,NY,monroe,13.3,174900,177500
835,19139,PA,philadelphia,23.5,59800,62100
836,90047,CA,los angeles,14.6,442600,295300
837,60014,IL,mchenry,5.3,237900,169500
838,85248,AZ,maricopa,12.9,390900,286900
842,94114,CA,san francisco,10.6,1110200,1381200
843,33165,FL,miami-dade,15.3,405800,238600
844,28806,NC,buncombe,14.0,149700,155100
845,37620,TN,sullivan,15.0,91600,95600
846,49424,MI,ottawa,7.1,162400,147000
847,30064,GA,cobb,9.4,223900,211600
848,90247,CA,los angeles,14.6,495100,338900
849,44109,OH,cuyahoga,15.7,88800,56900
850,95020,CA,santa clara,8.3,723000,508500
854,90018,CA,los angeles,14.6,500200,342900
855,91343,CA,los angeles,14.6,579400,424100
856,91405,CA,los angeles,14.6,552600,406800
857,27529,NC,wake,8.5,139700,151000
858,21401,MD,anne arundel,5.0,462700,370300
860,54115,WI,brown,10.3,167100,167000
861,95678,CA,placer,6.0,388600,262000
862,60126,IL,du page,4.8,404300,322300
863,46220,IN,marion,15.6,176400,194100
864,24018,VA,roanoke city,16.9,184900,187200
865,22314,VA,alexandria city,8.3,565800,554100
866,85706,AZ,pima,14.9,151200,82800
867,90278,CA,los angeles,14.6,790500,755000
869,80504,CO,boulder,12.1,262400,270800
870,45231,OH,hamilton,13.0,107000,83800
872,85029,AZ,maricopa,12.9,216200,136000
874,95124,CA,santa clara,8.3,739600,825500
875,63017,MO,saint louis,23.0,330700,306800
876,40517,KY,fayette,15.9,112900,112600
877,2124,MA,suffolk,19.3,343700,317300
878,90043,CA,los angeles,14.6,524700,369100
879,30076,GA,fulton,14.2,254500,248400
880,55125,MN,washington,4.7,279100,256700
881,90028,CA,los angeles,14.6,676000,608100
882,29687,SC,greenville,12.2,125100,129200
883,92504,CA,riverside,11.7,395300,251000
884,94010,CA,san mateo,6.0,1493300,1912800
885,60089,IL,lake,6.3,344700,258600
886,91304,CA,los angeles,14.6,635100,472500
887,22554,VA,stafford,4.2,427900,292300
888,52404,IA,linn,9.9,112400,111500
889,13021,NY,cayuga,12.7,94800,101800
890,33161,FL,miami-dade,15.3,277200,137500
891,38109,TN,shelby,20.1,64600,44500
893,98277,WA,island,8.4,266700,215500
894,92870,CA,orange,8.9,668100,544600
895,18104,PA,lehigh,9.1,229600,178000
896,8816,NJ,middlesex,6.6,414800,297100
898,80231,CO,denver,17.4,213900,223600
899,38017,TN,shelby,20.1,259600,259000
900,96734,HI,honolulu,7.8,816800,841400
901,73071,OK,cleveland,10.0,102800,117600
902,60115,IL,de kalb,11.5,171200,121000
903,38115,TN,shelby,20.1,104600,75100
904,80011,CO,arapahoe,11.1,166400,145100
905,92111,CA,san diego,11.1,506000,446400
906,20854,MD,montgomery,5.1,954700,861500
907,77511,TX,brazoria,9.8,117100,128000
908,90045,CA,los angeles,14.6,814500,763100
909,34655,FL,pasco,11.9,272000,165700
910,23234,VA,richmond city,22.4,148600,119200
911,29407,SC,charleston,15.2,208200,187200
912,27513,NC,wake,8.5,221800,242700
913,48843,MI,livingston,5.5,227100,178400
914,92880,CA,riverside,11.7,606400,455500
916,33919,FL,lee,10.1,261200,132100
918,6606,CT,fairfield,6.7,239600,150500
919,48073,MI,oakland,8.6,189600,165200
920,91761,CA,san bernardino,12.1,469500,321100
921,92027,CA,san diego,11.1,465800,340100
922,93551,CA,los angeles,14.6,447500,256300
923,93446,CA,san luis obispo,11.5,486900,370500
924,91601,CA,los angeles,14.6,606400,487000
925,29651,SC,greenville,12.2,121300,134800
926,13440,NY,oneida,14.5,82700,85400
927,98118,WA,king,9.9,342000,314700
928,85713,AZ,pima,14.9,140600,84100
929,20008,DC,district of columbia,-1.0,663900,777200
930,98204,WA,snohomish,8.0,238300,184600
931,29615,SC,greenville,12.2,176900,187400
932,32164,FL,flagler,10.1,246000,138800
933,85016,AZ,maricopa,12.9,297900,221600
934,96818,HI,honolulu,7.8,380500,405100
935,38128,TN,shelby,20.1,87600,63900
937,93033,CA,ventura,8.7,516200,327900
938,44134,OH,cuyahoga,15.7,119600,88400
939,37115,TN,davidson,15.2,118000,105800
940,19128,PA,philadelphia,23.5,222000,207500
941,48911,MI,ingham,18.1,126300,68900
942,91344,CA,los angeles,14.6,631600,484000
943,44224,OH,summit,14.0,166100,146600
944,33180,FL,miami-dade,15.3,453100,340700
945,60201,IL,cook,14.6,406000,346600
946,30324,GA,fulton,14.2,280000,257700
947,53207,WI,milwaukee,18.2,157000,127700
948,55044,MN,dakota,5.4,322700,273100
949,90660,CA,los angeles,14.6,481700,328700
950,80220,CO,denver,17.4,288000,345000
953,44720,OH,stark,10.9,153500,139100
955,44240,OH,portage,10.8,134000,116900
956,80537,CO,larimer,12.2,201400,207900
957,78155,TX,guadalupe,9.6,109100,133000
958,32835,FL,orange,11.6,268300,132000
959,15235,PA,allegheny,11.6,83100,81500
960,98501,WA,thurston,9.5,283500,238200
961,46514,IN,elkhart,11.1,117000,106600
962,80016,CO,arapahoe,11.1,374400,382400
963,90005,CA,los angeles,14.6,842800,615400
964,7960,NJ,morris,4.1,572000,464700
965,37601,TN,washington,17.3,108600,114100
966,98226,WA,whatcom,15.1,315000,275000
967,32257,FL,duval,12.4,210500,155100
968,85207,AZ,maricopa,12.9,330400,254400
969,92116,CA,san diego,11.1,489600,484400
970,75024,TX,collin,6.2,274900,294800
971,33904,FL,lee,10.1,314300,157500
972,28226,NC,mecklenburg,11.0,239500,270800
973,33175,FL,miami-dade,15.3,372600,233100
974,30034,GA,dekalb,14.4,136300,64800
975,11561,NY,nassau,4.7,531400,408900
976,8817,NJ,middlesex,6.6,330000,249600
978,21921,MD,cecil,9.3,259400,193000
979,94403,CA,san mateo,6.0,840700,909000
980,94539,CA,alameda,11.0,922400,1110700
981,97123,OR,washington,8.6,248400,235400
982,98387,WA,pierce,11.1,245500,182800
983,47905,IN,tippecanoe,19.0,120700,123800
984,53214,WI,milwaukee,18.2,138000,93000
985,28306,NC,cumberland,17.2,109400,131200
986,72701,AR,washington,15.4,171900,155400
987,10459,NY,bronx,27.1,279000,267700
988,32703,FL,orange,11.6,215400,111500
989,90703,CA,los angeles,14.6,725600,611200
990,91745,CA,los angeles,14.6,634900,532700
991,37076,TN,davidson,15.2,149300,150000
992,92691,CA,orange,8.9,703800,578500
994,60010,IL,cook,14.6,542300,458800
996,18974,PA,bucks,5.2,315300,264300
998,48198,MI,washtenaw,12.7,141800,80700
999,44094,OH,lake,6.8,181300,153800
1000,59101,MT,yellowstone,9.7,133700,161600
1001,80127,CO,jefferson,8.1,291700,318800
1002,1801,MA,middlesex,6.9,374600,354900
1003,85365,AZ,yuma,17.8,214900,137400
1004,32708,FL,seminole,9.1,269900,183700
1005,33134,FL,miami-dade,15.3,523800,395200
1006,30350,GA,fulton,14.2,384700,350200
1007,85234,AZ,maricopa,12.9,350700,246400
1008,29073,SC,lexington,10.9,109800,109400
1009,28403,NC,new hanover,13.7,208100,157400
1010,92688,CA,orange,8.9,629600,513600
1011,92407,CA,san bernardino,12.1,362700,195600
1012,29803,SC,aiken,15.4,126800,120300
1013,33068,FL,broward,11.4,244300,107300
1014,23228,VA,henrico,8.5,166200,154800
1015,32216,FL,duval,12.4,173800,106900
1016,97030,OR,multnomah,15.0,226200,189800
1017,20747,MD,prince georges,8.1,267200,158900
1018,92028,CA,san diego,11.1,570900,434300
1019,53211,WI,milwaukee,18.2,304100,240300
1020,94066,CA,san mateo,6.0,739100,673900
1021,80210,CO,denver,17.4,318800,390500
1023,94610,CA,alameda,11.0,753100,821100
1024,80501,CO,boulder,12.1,201700,205000
1025,46254,IN,marion,15.6,109100,106100
1026,92223,CA,riverside,11.7,381800,225500
1027,30518,GA,gwinnett,8.4,187800,171500
1028,32159,FL,lake,9.0,218900,175700
1029,60123,IL,kane,7.8,214900,133500
1030,49201,MI,jackson,14.4,147800,112400
1031,92078,CA,san diego,11.1,548000,466500
1032,6790,CT,litchfield,5.4,187900,135600
1034,30506,GA,hall,12.0,204700,166700
1035,80631,CO,weld,11.6,138700,126600
1036,2740,MA,bristol,9.3,238400,165700
1037,85326,AZ,maricopa,12.9,238400,136400
1038,41017,KY,kenton,12.9,164800,173400
1039,37087,TN,wilson,7.2,151700,158500
1040,38501,TN,putnam,21.6,112700,117700
1041,53221,WI,milwaukee,18.2,164000,121000
1042,60505,IL,kane,7.8,152400,86600
1043,38116,TN,shelby,20.1,97300,74400
1044,91950,CA,san diego,11.1,420400,269600
1046,97219,OR,multnomah,15.0,335500,342200
1047,60193,IL,cook,14.6,277500,206700
1048,60645,IL,cook,14.6,259800,141100
1049,33179,FL,miami-dade,15.3,198700,86600
1050,55117,MN,ramsey,13.5,210000,158500
1051,92064,CA,san diego,11.1,597700,566300
1052,74055,OK,tulsa,14.2,125000,146600
1054,21236,MD,baltimore,19.9,257600,216600
1056,21043,MD,howard,4.5,473200,411500
1057,60067,IL,cook,14.6,359200,287300
1059,19805,DE,new castle,10.1,150000,123800
1060,94566,CA,alameda,11.0,888800,913300
1061,98837,WA,grant,17.1,106400,126500
1062,85041,AZ,maricopa,12.9,223700,126300
1063,33033,FL,miami-dade,15.3,240500,107200
1064,98391,WA,pierce,11.1,322100,264900
1066,12603,NY,dutchess,8.7,318500,206800
1067,21220,MD,baltimore,19.9,235800,172900
1068,30736,GA,catoosa,11.8,135300,128000
1069,49504,MI,kent,13.1,112400,90900
1070,1915,MA,essex,10.4,374900,349400
1071,29579,SC,horry,14.0,189400,137300
1072,85209,AZ,maricopa,12.9,289700,204100
1073,19808,DE,new castle,10.1,253300,218100
1074,27609,NC,wake,8.5,192600,216200
1075,21093,MD,baltimore,19.9,387000,329200
1076,27519,NC,wake,8.5,320500,331200
1077,43551,OH,wood,10.8,178600,156700
1078,34231,FL,sarasota,8.1,292200,159800
1079,72076,AR,pulaski,15.5,88200,93700
1080,27616,NC,wake,8.5,153900,154400
1081,80401,CO,jefferson,8.1,318600,359400
1082,75204,TX,dallas,16.9,215000,219200
1083,91765,CA,los angeles,14.6,631100,577500
1084,95404,CA,sonoma,8.9,647100,486500
1085,34203,FL,manatee,10.6,314500,171900
1086,45211,OH,hamilton,13.0,103400,83400
1088,46368,IN,porter,9.1,143100,144300
1089,97477,OR,lane,14.3,182100,153700
1090,34667,FL,pasco,11.9,218400,112000
1091,92545,CA,riverside,11.7,341000,185100
1093,94605,CA,alameda,11.0,515700,342200
1094,98105,WA,king,9.9,548700,591000
1096,29621,SC,anderson,13.8,144700,131000
1097,37604,TN,washington,17.3,118500,124300
1098,32073,FL,clay,8.0,187200,128200
1099,49441,MI,muskegon,15.7,110300,77300
1100,78641,TX,williamson,6.0,138800,164400
1101,19103,PA,philadelphia,23.5,495000,431300
1102,94521,CA,contra costa,8.7,613500,456200
1103,77024,TX,harris,16.3,506600,496700
1104,85206,AZ,maricopa,12.9,243200,171300
1105,20176,VA,loudoun,3.0,574900,455300
1106,24153,VA,salem city,8.3,138900,139200
1107,29526,SC,horry,14.0,177100,124800
1108,19460,PA,chester,5.5,265200,248900
1109,92886,CA,orange,8.9,799900,682800
1110,17543,PA,lancaster,8.6,206200,196800
1111,32304,FL,leon,17.0,113800,71800
1113,93291,CA,tulare,23.2,251700,177100
1114,92009,CA,san diego,11.1,707200,694400
1115,75104,TX,dallas,16.9,136000,117600
1116,85208,AZ,maricopa,12.9,231200,152200
1117,98258,WA,snohomish,8.0,303000,258100
1119,20748,MD,prince georges,8.1,300100,191700
1120,54701,WI,eau claire,13.0,143200,155200
1121,29607,SC,greenville,12.2,130600,142800
1122,94928,CA,sonoma,8.9,532600,350500
1123,27103,NC,forsyth,14.1,133800,125300
1124,29414,SC,charleston,15.2,204800,185100
1125,32746,FL,seminole,9.1,320800,227700
1126,1420,MA,worcester,9.5,214100,153500
1127,85338,AZ,maricopa,12.9,295700,172000
1128,93711,CA,fresno,20.0,462600,292600
1129,32780,FL,brevard,8.6,168000,82400
1130,98033,WA,king,9.9,532300,538100
1133,23220,VA,richmond city,22.4,192000,184100
1134,6484,CT,fairfield,6.7,377400,306000
1136,7726,NJ,monmouth,6.1,447800,387900
1137,98004,WA,king,9.9,681800,720900
1138,90275,CA,los angeles,14.6,1195200,1081600
1139,46383,IN,porter,9.1,154400,180000
1140,64055,MO,jackson,15.0,132100,94800
1141,8234,NJ,atlantic,11.9,307900,181300
1142,85020,AZ,maricopa,12.9,238900,158000
1143,27320,NC,rockingham,15.1,94200,84700
1144,30157,GA,paulding,6.9,135600,97600
1145,46237,IN,marion,15.6,124600,114100
1146,60188,IL,du page,4.8,266200,195700
1147,28311,NC,cumberland,17.2,114100,118100
1148,34209,FL,manatee,10.6,288600,162400
1149,92544,CA,riverside,11.7,336400,168600
1151,34207,FL,manatee,10.6,176400,69900
1152,48146,MI,wayne,20.8,106500,49200
1153,15221,PA,allegheny,11.6,65500,71400
1154,92833,CA,orange,8.9,590600,456000
1156,32207,FL,duval,12.4,164800,114400
1157,95336,CA,san joaquin,14.2,405500,225100
1158,44105,OH,cuyahoga,15.7,83000,42300
1159,55408,MN,hennepin,10.6,236100,193300
1160,6360,CT,new london,6.9,202300,140300
1161,37209,TN,davidson,15.2,139700,152400
1162,93010,CA,ventura,8.7,617000,516100
1163,98058,WA,king,9.9,344000,293200
1164,84121,UT,salt lake,9.0,277100,322500
1165,95825,CA,sacramento,12.2,317500,184200
1166,32224,FL,duval,12.4,278300,206800
1167,30120,GA,bartow,11.6,119600,90500
1168,48910,MI,ingham,18.1,113200,60300
1169,19701,DE,new castle,10.1,270500,228100
1170,92620,CA,orange,8.9,812200,809100
1171,1085,MA,hampden,16.4,228100,204600
1172,33461,FL,palm beach,10.2,195000,74400
1173,85716,AZ,pima,14.9,221200,153100
1174,55110,MN,ramsey,13.5,253200,200100
1175,90029,CA,los angeles,14.6,643300,591400
1176,19121,PA,philadelphia,23.5,55900,54000
1177,95826,CA,sacramento,12.2,344800,228800
1178,28105,NC,mecklenburg,11.0,192100,197800
1179,21045,MD,howard,4.5,378200,312600
1180,92211,CA,riverside,11.7,473200,327100
1181,95127,CA,santa clara,8.3,628100,452300
1182,33177,FL,miami-dade,15.3,293500,155200
1183,77581,TX,brazoria,9.8,168800,176200
1184,84119,UT,salt lake,9.0,158100,168200
1186,35216,AL,jefferson,15.1,224400,210600
1188,68516,NE,lancaster,10.9,175200,185300
1189,60540,IL,du page,4.8,395800,364700
1190,55416,MN,hennepin,10.6,274900,259200
1191,34744,FL,osceola,11.2,257800,142300
1192,33624,FL,hillsborough,11.6,245900,158300
1193,61201,IL,rock island,13.2,72200,77300
1194,94025,CA,san mateo,6.0,1116500,1552500
1195,21804,MD,wicomico,13.2,166600,114700
1196,90804,CA,los angeles,14.6,446900,338200
1197,2149,MA,middlesex,6.9,325300,263800
1198,18017,PA,northampton,7.9,240300,184800
1199,32907,FL,brevard,8.6,200600,94000
1200,60563,IL,du page,4.8,305400,262900
1201,90815,CA,los angeles,14.6,641100,546800
