prev_word_1,next_word_1,prev_word_2,next_word_2,sent_num,cap,word,tag,adj_count,adv_count,v_count,n_count,pre,suf,prev_tag
as,and,together,wife,37,False,man,NN,0,0,2,11,,,
and,for,man,more,37,False,wife,NN,0,0,0,1,,e,
a,.,than,,37,False,year,NN,0,0,0,4,,,
The,home,,is,38,True,Hartsfield,NP,0,0,0,0,,,
637,Pelham,at,Rd.,38,True,E.,NP,0,0,0,0,,,
E.,Rd.,637,Aj,38,True,Pelham,NP,0,0,0,1,,,
Pelham,Aj,E.,.,38,True,Rd.,NN,0,0,0,0,,,
Rd.,.,Pelham,,38,True,Aj,NN,0,0,0,0,,,
,L.,,Bowden,39,True,Henry,NP,0,0,0,4,,,
Henry,Bowden,,was,39,True,L.,NP,0,0,0,0,,,
L.,was,Henry,listed,39,True,Bowden,NP,0,0,0,0,,,
was,on,Bowden,the,39,False,listed,VB,1,0,5,0,,ed,
the,as,on,the,39,False,petition,NN,0,0,1,2,,ion,
the,attorney,as,.,39,False,mayor's,NN,0,0,0,0,,,
mayor's,.,the,,39,False,attorney,NN,0,0,0,1,,,
,has,,been,40,True,Hartsfield,NP,0,0,0,0,,,
been,of,has,Atlanta,40,False,mayor,NN,0,0,0,1,,,
of,",",mayor,with,40,True,Atlanta,NP,0,0,0,2,,,
with,of,",",one,40,False,exception,NN,0,0,0,3,,ion,
one,interlude,of,",",40,False,brief,JJ,3,0,1,2,,,
brief,",",one,since,40,False,interlude,NN,0,0,1,2,in,e,
His,career,,goes,41,False,political,JJ,3,0,0,0,,,
political,goes,His,back,41,False,career,NN,0,0,1,2,,er,
career,back,political,to,41,False,goes,VB,0,0,30,4,,,
goes,to,career,his,41,False,back,RB,3,6,10,9,,,
his,to,to,city,41,False,election,NN,0,0,0,4,,ion,
to,council,election,in,41,False,city,NN,0,0,0,3,,,
city,in,to,1923,41,False,council,NN,0,0,0,3,,,
The,present,,term,42,False,mayor's,NN,0,0,0,0,,,
mayor's,term,The,of,42,False,present,JJ,2,0,13,3,,,
present,of,mayor's,office,42,False,term,NN,0,0,1,7,,,
of,expires,term,Jan.,42,False,office,NN,0,0,0,7,,e,
office,Jan.,of,1,42,False,expires,VB,0,0,3,0,,,
expires,1,office,.,42,True,Jan.,NP,0,0,0,0,,,
be,by,will,Ivan,43,False,succeeded,VB,0,0,2,0,,ed,
by,Allen,succeeded,Jr.,43,True,Ivan,NP,0,0,0,0,,,
Ivan,Jr.,by,",",43,True,Allen,NP,0,0,0,3,,,
Allen,",",Ivan,who,43,True,Jr.,NP,1,0,0,0,,,
who,a,",",candidate,43,False,became,VB,0,0,4,0,,e,
a,in,became,the,43,False,candidate,NN,0,0,0,2,,e,
the,13,in,primary,43,True,Sept.,NP,0,0,0,0,,,
13,after,Sept.,Mayor,43,False,primary,NN,5,0,0,4,,,
after,Hartsfield,primary,announced,43,True,Mayor,NN,0,0,0,1,,,
Mayor,announced,after,that,43,True,Hartsfield,NP,0,0,0,0,,,
Hartsfield,that,Mayor,he,43,False,announced,VB,1,0,4,0,,ed,
not,for,would,reelection,43,False,run,VB,0,0,41,16,,,
for,.,run,,43,False,reelection,NN,0,0,0,1,,ion,
,Republicans,,are,44,True,Georgia,NP,0,0,0,3,,,
Georgia,are,,getting,44,True,Republicans,NP,0,0,0,3,,,
are,strong,Republicans,encouragement,44,False,getting,VB,0,0,36,1,,ing,
getting,encouragement,are,to,44,False,strong,JJ,10,0,0,0,,,
strong,to,getting,enter,44,False,encouragement,NN,0,0,0,3,,,
to,a,encouragement,candidate,44,False,enter,VB,0,0,9,0,,er,
a,in,enter,the,44,False,candidate,NN,0,0,0,2,,e,
1962,race,the,",",44,False,governor's,NN,0,0,0,0,,,
governor's,",",1962,a,44,False,race,NN,0,0,4,6,,e,
a,official,",",said,44,False,top,JJ,1,0,10,11,,,
top,said,a,Wednesday,44,False,official,NN,5,0,0,2,,,
official,Wednesday,top,.,44,False,said,VB,1,0,11,0,,,
,Snodgrass,,",",45,True,Robert,NP,0,0,0,1,,,
Robert,",",,state,45,True,Snodgrass,NP,0,0,0,0,,,
",",GOP,Snodgrass,chairman,45,False,state,NN,0,0,3,8,,e,
state,chairman,",",",",45,True,GOP,NN,0,0,0,1,,,
GOP,",",state,said,45,False,chairman,NN,0,0,1,1,,,
",",a,chairman,meeting,45,False,said,VB,1,0,11,0,,,
a,held,said,Tuesday,45,False,meeting,NN,0,0,13,6,,ing,
meeting,Tuesday,a,night,45,False,held,VB,1,0,36,0,,,
Tuesday,in,held,Blue,45,False,night,NN,0,0,0,8,,,
in,Ridge,night,brought,45,True,Blue,JJ,8,0,1,7,,e,
Blue,brought,in,enthusiastic,45,True,Ridge,NN,0,0,5,6,,e,
Ridge,enthusiastic,Blue,responses,45,False,brought,VB,0,0,11,0,,,
brought,responses,Ridge,from,45,False,enthusiastic,JJ,1,0,0,0,,,
enthusiastic,from,brought,the,45,False,responses,NN,0,0,0,7,,,
the,.,from,,45,False,audience,NN,0,0,0,4,,e,
,Party,,Chairman,46,True,State,NN,0,0,3,8,,e,
State,Chairman,,James,46,True,Party,NN,0,0,1,5,,,
Party,James,State,W.,46,True,Chairman,NN,0,0,1,1,,,
Chairman,W.,Party,Dorsey,46,True,James,NP,0,0,7,10,,,
James,Dorsey,Chairman,added,46,True,W.,NP,0,0,0,0,,,
W.,added,James,that,46,True,Dorsey,NP,0,0,0,0,,,
Dorsey,that,W.,enthusiasm,46,False,added,VB,0,0,6,0,,ed,
that,was,added,picking,46,False,enthusiasm,NN,0,0,0,3,,,
was,up,enthusiasm,for,46,False,picking,VB,0,0,12,2,,ing,
a,rally,for,to,46,False,state,NN,0,0,3,8,,e,
state,to,a,be,46,False,rally,NN,0,0,5,5,,ly,
be,Sept.,to,8,46,False,held,VB,1,0,36,0,,,
held,8,be,in,46,True,Sept.,NP,0,0,0,0,,,
in,at,8,which,46,True,Savannah,NP,0,0,0,3,,,
which,elected,at,Texas,46,False,newly,RB,0,1,0,0,,ly,
newly,Texas,which,Sen.,46,False,elected,VB,1,0,2,0,,ed,
elected,Sen.,newly,John,46,True,Texas,NP,0,0,0,1,,,
Texas,John,elected,Tower,46,True,Sen.,NN,0,0,0,0,,,
Sen.,Tower,Texas,will,46,True,John,NP,0,0,0,5,,,
John,will,Sen.,be,46,True,Tower,NP,0,0,1,3,,er,
the,speaker,be,.,46,False,featured,VB,2,0,2,0,,ed,
featured,.,the,,46,False,speaker,NN,0,0,0,3,,er,
the,Ridge,In,meeting,47,True,Blue,JJ,8,0,1,7,,e,
Blue,meeting,the,",",47,True,Ridge,NN,0,0,5,6,,e,
Ridge,",",Blue,the,47,False,meeting,NN,0,0,13,6,,ing,
the,was,",",warned,47,False,audience,NN,0,0,0,4,,e,
was,that,audience,entering,47,False,warned,VB,0,0,4,0,,ed,
that,a,warned,candidate,47,False,entering,VB,0,0,9,2,,ing,
a,for,entering,governor,47,False,candidate,NN,0,0,0,2,,e,
for,would,candidate,force,47,False,governor,NN,0,0,0,2,,,
would,it,governor,to,47,False,force,VB,0,0,9,10,,e,
to,petitions,it,out,47,False,take,VB,0,0,42,2,,e,
take,out,to,into,47,False,petitions,NN,0,0,1,2,,,
into,precincts,out,to,47,False,voting,VB,0,0,5,1,,ing,
voting,to,into,obtain,47,False,precincts,NN,0,0,0,1,,,
to,the,precincts,signatures,47,False,obtain,VB,0,0,3,0,,,
the,of,obtain,registered,47,False,signatures,NN,0,0,0,5,,,
of,voters,signatures,.,47,False,registered,VB,3,0,10,0,,ed,
registered,.,of,,47,False,voters,NN,0,0,0,1,,,
the,",",Despite,there,48,False,warning,VB,1,0,4,3,,ing,
a,vote,was,to,48,False,unanimous,JJ,2,0,0,0,un,,
unanimous,to,a,enter,48,False,vote,NN,0,0,5,5,,e,
to,a,vote,candidate,48,False,enter,VB,0,0,9,0,,er,
a,",",enter,according,48,False,candidate,NN,0,0,0,2,,e,
to,who,according,attended,48,True,Republicans,NP,0,0,0,3,,,
who,.,Republicans,,48,False,attended,VB,2,0,5,0,,ed,
the,was,When,asked,49,False,crowd,NN,0,0,4,2,,,
was,whether,crowd,it,49,False,asked,VB,0,0,7,0,,ed,
it,to,whether,wait,49,False,wanted,VB,2,0,5,0,,ed,
to,one,wanted,more,49,False,wait,VB,0,0,4,2,,,
more,to,one,make,49,False,term,NN,0,0,1,7,,,
to,the,term,race,49,False,make,VB,0,0,49,2,,e,
the,",",make,it,49,False,race,NN,0,0,4,6,,e,
it,no,",",--,49,False,voted,VB,0,0,5,0,,ed,
voted,--,it,and,49,False,no,RB,1,3,0,2,,,
no,.,were,,49,False,dissents,NN,0,0,3,3,,,
The,hurdle,,the,50,False,largest,JJ,7,0,0,0,,est,
largest,the,The,Republicans,50,False,hurdle,NN,0,0,1,3,,e,
the,would,hurdle,have,50,True,Republicans,NP,0,0,0,3,,,
to,is,have,a,50,False,face,VB,0,0,9,13,,e,
a,law,is,which,50,False,state,NN,0,0,3,8,,e,
state,which,a,says,50,False,law,NN,0,0,0,7,,,
which,that,law,before,50,False,says,VB,0,0,11,1,,,
before,a,that,first,50,False,making,VB,0,0,49,3,,ing,
first,",",a,one,50,False,race,NN,0,0,4,6,,e,
two,courses,of,must,50,False,alternative,JJ,3,0,0,1,,e,
alternative,must,two,be,50,False,courses,NN,0,0,3,9,,,
be,:,must,1,50,False,taken,VB,2,0,42,0,,,
per,of,Five,the,51,False,cent,NN,0,0,0,2,,,
the,in,of,each,51,False,voters,NN,0,0,0,1,,,
each,must,in,sign,51,False,county,NN,0,0,0,2,,,
must,petitions,county,requesting,51,False,sign,VB,1,0,8,11,,,
sign,requesting,must,that,51,False,petitions,NN,0,0,1,2,,,
petitions,that,sign,the,51,False,requesting,VB,0,0,3,0,,ing,
the,be,that,allowed,51,True,Republicans,NP,0,0,0,3,,,
be,to,Republicans,place,51,False,allowed,VB,0,0,10,0,,ed,
to,names,allowed,of,51,False,place,VB,0,0,16,16,,e,
place,of,to,candidates,51,False,names,NN,0,0,9,7,,,
of,on,names,the,51,False,candidates,NN,0,0,0,2,,,
the,election,on,ballot,51,False,general,JJ,6,0,1,3,,,
general,ballot,the,",",51,False,election,NN,0,0,0,4,,ion,
election,",",general,or,51,False,ballot,NN,0,0,1,2,,,
The,must,,hold,52,True,Republicans,NP,0,0,0,3,,,
must,a,Republicans,primary,52,False,hold,VB,0,0,36,9,,,
a,under,hold,the,52,False,primary,NN,5,0,0,4,,,
the,unit,under,system,52,False,county,NN,0,0,0,2,,,
county,system,the,--,52,False,unit,NN,0,0,0,6,un,,
unit,--,county,a,52,False,system,NN,0,0,0,9,,,
a,which,--,the,52,False,system,NN,0,0,0,9,,,
the,opposes,which,in,52,False,party,NN,0,0,1,5,,,
party,in,the,its,52,False,opposes,VB,0,0,6,0,,,
its,.,in,,52,False,platform,NN,0,0,0,5,,,
,Caldwell,,",",53,True,Sam,NP,0,0,0,1,,,
Sam,",",,State,53,True,Caldwell,NP,0,0,0,1,,,
",",Highway,Caldwell,Department,53,True,State,NN,0,0,3,8,,e,
State,Department,",",public,53,True,Highway,NN,0,0,0,1,,,
Highway,public,State,relations,53,True,Department,NN,0,0,0,3,,,
Department,relations,Highway,director,53,False,public,JJ,2,0,0,2,,,
public,director,Department,",",53,False,relations,NN,0,0,0,7,,,
relations,",",public,resigned,53,False,director,NN,0,0,0,5,,,
",",Tuesday,director,to,53,False,resigned,VB,0,0,4,0,,ed,
to,for,Tuesday,Lt.,53,False,work,VB,0,0,27,7,,,
for,Gov.,work,Garland,53,True,Lt.,NN,0,0,0,0,,,
Lt.,Garland,for,Byrd's,53,True,Gov.,NN,0,0,0,0,,,
Gov.,Byrd's,Lt.,campaign,53,True,Garland,NP,0,0,1,4,,,
Garland,campaign,Gov.,.,53,True,Byrd's,NP,0,0,0,0,,,
Byrd's,.,Garland,,53,False,campaign,NN,0,0,3,4,,,
,resignation,,had,54,True,Caldwell's,NP,0,0,0,0,,,
Caldwell's,had,,been,54,False,resignation,NN,0,0,0,3,,ion,
been,for,had,some,54,False,expected,VB,1,0,6,0,,ed,
some,.,for,,54,False,time,NN,0,0,5,10,,e,
be,by,will,Rob,55,False,succeeded,VB,0,0,2,0,,ed,
by,Ledford,succeeded,of,55,True,Rob,NP,0,0,2,0,,,
Rob,of,by,Gainesville,55,True,Ledford,NP,0,0,0,0,,,
of,",",Ledford,who,55,True,Gainesville,NP,0,0,0,1,,e,
an,more,been,than,55,False,assistant,NN,1,0,0,1,,ant,
three,.,than,,55,False,years,NN,0,0,0,7,,,
the,campaign,When,starts,56,False,gubernatorial,JJ,1,0,0,0,,,
gubernatorial,starts,the,",",56,False,campaign,NN,0,0,3,4,,,
campaign,",",gubernatorial,Caldwell,56,False,starts,VB,0,0,14,8,,,
",",is,starts,expected,56,True,Caldwell,NP,0,0,0,1,,,
is,to,Caldwell,become,56,False,expected,VB,1,0,6,0,,ed,
to,a,expected,campaign,56,False,become,VB,0,0,4,0,,e,
a,coordinator,become,for,56,False,campaign,NN,0,0,3,4,,,
campaign,for,a,Byrd,56,False,coordinator,NN,0,0,0,1,,,
for,.,coordinator,,56,True,Byrd,NP,0,0,0,2,,,
The,Legislature,,will,57,True,Georgia,NP,0,0,0,3,,,
Georgia,will,The,wind,57,True,Legislature,NN,0,0,0,1,,e,
will,up,Legislature,its,57,False,wind,VB,0,0,7,8,,,
1961,Monday,its,and,57,False,session,NN,0,0,0,4,,ion,
and,for,Monday,home,57,False,head,VB,0,0,9,33,,,
the,bond,of,money,57,False,highway,NN,0,0,0,1,,,
highway,money,the,it,57,False,bond,NN,0,0,4,10,,,
bond,it,highway,approved,57,False,money,NN,0,0,0,3,,,
it,will,money,follow,57,False,approved,VB,1,0,2,0,,ed,
will,shortly,approved,.,57,False,follow,VB,0,0,24,0,,,
follow,.,will,,57,False,shortly,RB,0,5,0,0,,ly,
Before,Monday,,afternoon,58,False,adjournment,NN,0,0,0,2,,,
Monday,",",adjournment,the,58,False,afternoon,NN,0,0,0,2,,,
the,is,",",expected,58,True,Senate,NN,0,0,0,2,,e,
is,to,Senate,approve,58,False,expected,VB,1,0,6,0,,ed,
to,a,expected,study,58,False,approve,VB,0,0,2,0,,e,
a,of,approve,the,58,False,study,NN,0,0,6,10,,,
the,of,of,legislators,58,False,number,NN,0,0,6,11,,er,
of,allotted,number,to,58,False,legislators,NN,0,0,0,1,,,
legislators,to,of,rural,58,False,allotted,VB,1,0,3,0,,ed,
to,and,allotted,urban,58,False,rural,JJ,2,0,0,0,,,
and,areas,rural,to,58,False,urban,JJ,2,0,0,0,,,
urban,to,and,determine,58,False,areas,NN,0,0,0,6,,,
to,what,areas,adjustments,58,False,determine,VB,0,0,8,0,,e,
what,should,determine,be,58,False,adjustments,NN,0,0,0,5,,,
be,.,should,,58,False,made,VB,3,0,49,0,,e,
,Vandiver,,is,59,True,Gov.,NN,0,0,0,0,,,
Gov.,is,,expected,59,True,Vandiver,NP,0,0,0,0,,er,
is,to,Vandiver,make,59,False,expected,VB,1,0,6,0,,ed,
to,the,expected,traditional,59,False,make,VB,0,0,49,2,,e,
the,visit,make,to,59,False,traditional,JJ,2,0,0,0,,,
traditional,to,the,both,59,False,visit,NN,0,0,8,5,,,
both,as,to,they,59,False,chambers,NN,0,0,1,6,,,
they,toward,as,adjournment,59,False,work,VB,0,0,27,7,,,
toward,.,work,,59,False,adjournment,NN,0,0,0,2,,,
,likely,,will,60,True,Vandiver,NP,0,0,0,0,,er,
Vandiver,will,,mention,60,False,likely,RB,4,1,0,0,,ly,
will,the,likely,$100,60,False,mention,VB,0,0,3,3,,ion,
the,million,mention,highway,60,True,$100,NN,0,0,0,0,,,
million,bond,$100,issue,60,False,highway,NN,0,0,0,1,,,
highway,issue,million,approved,60,False,bond,NN,0,0,4,10,,,
bond,approved,highway,earlier,60,False,issue,NN,0,0,5,11,,e,
issue,earlier,bond,in,60,False,approved,VB,1,0,2,0,,ed,
approved,in,issue,the,60,False,earlier,RB,7,3,0,0,,er,
the,as,in,his,60,False,session,NN,0,0,0,4,,ion,
first,item,his,.,60,False,priority,NN,0,0,0,2,,,
priority,.,first,,60,False,item,NN,0,1,0,5,,,
,bonds,,,61,True,Construction,NN,0,0,0,7,,ion,
Construction,,,,61,False,bonds,NN,0,0,4,10,,,
,",",,it,62,True,Meanwhile,RB,0,2,0,1,,e,
was,the,it,State,62,False,learned,VB,3,0,6,0,,ed,
the,Highway,learned,Department,62,True,State,NN,0,0,3,8,,e,
State,Department,the,is,62,True,Highway,NN,0,0,0,1,,,
Highway,is,State,very,62,True,Department,NN,0,0,0,3,,,
very,being,is,ready,62,False,near,RB,6,2,1,0,,,
being,to,near,issue,62,False,ready,JJ,5,0,2,1,,,
to,the,ready,first,62,False,issue,VB,0,0,5,11,,e,
first,million,the,worth,62,True,$30,NN,0,0,0,0,,,
million,of,$30,highway,62,False,worth,NN,2,0,0,3,,,
of,reconstruction,worth,bonds,62,False,highway,NN,0,0,0,1,,,
highway,bonds,of,.,62,False,reconstruction,NN,0,0,0,4,,ion,
reconstruction,.,highway,,62,False,bonds,NN,0,0,4,10,,,
The,issue,,will,63,False,bond,NN,0,0,4,10,,,
bond,will,The,go,63,False,issue,NN,0,0,5,11,,e,
will,to,issue,the,63,False,go,VB,1,0,30,4,,,
the,courts,to,for,63,False,state,NN,0,0,3,8,,e,
state,for,the,a,63,False,courts,NN,0,0,3,11,,,
a,test,for,suit,63,False,friendly,JJ,4,0,0,1,,ly,
friendly,suit,a,to,63,False,test,NN,0,0,7,6,,est,
test,to,friendly,test,63,False,suit,NN,0,0,4,6,,,
to,the,suit,validity,63,False,test,VB,0,0,7,6,,est,
the,of,test,the,63,False,validity,NN,0,0,0,3,,,
the,",",of,and,63,False,act,NN,0,0,10,5,,,
and,the,",",sales,63,False,then,RB,1,3,0,1,,,
the,will,then,begin,63,False,sales,NN,0,0,0,6,,,
will,and,sales,contracts,63,False,begin,VB,0,0,10,1,,,
and,let,begin,for,63,False,contracts,NN,0,0,9,3,,,
contracts,for,and,repair,63,False,let,VB,0,0,6,2,,,
for,work,let,on,63,False,repair,NN,0,0,5,3,,,
repair,on,for,some,63,False,work,NN,0,0,27,7,,,
of,most,some,heavily,63,True,Georgia's,NP,0,0,0,0,,,
most,traveled,Georgia's,highways,63,False,heavily,RB,0,7,0,0,,ly,
heavily,highways,most,.,63,False,traveled,VB,2,0,6,0,,ed,
traveled,.,heavily,,63,False,highways,NN,0,0,0,1,,,
A,Department,,source,64,True,Highway,NN,0,0,0,1,,,
Highway,source,A,said,64,True,Department,NN,0,0,0,3,,,
Department,said,Highway,there,64,False,source,NN,0,0,2,9,,e,
source,there,Department,also,64,False,said,VB,1,0,11,0,,,
there,is,said,a,64,False,also,RB,0,1,0,0,,,
a,there,is,to,64,False,plan,NN,0,0,4,3,,,
plan,to,a,issue,64,False,there,RB,0,3,0,1,,e,
to,some,there,$3,64,False,issue,VB,0,0,5,11,,e,
some,million,issue,to,64,True,$3,NN,0,0,0,0,,,
to,million,million,worth,64,True,$4,NN,0,0,0,0,,,
million,of,$4,Rural,64,False,worth,NN,2,0,0,3,,,
of,Roads,worth,Authority,64,True,Rural,JJ,2,0,0,0,,,
Rural,Authority,of,bonds,64,True,Roads,NN,0,0,0,3,,,
Roads,bonds,Rural,for,64,True,Authority,NN,0,0,0,7,,,
Authority,for,Roads,rural,64,False,bonds,NN,0,0,4,10,,,
for,road,bonds,construction,64,False,rural,JJ,2,0,0,0,,,
rural,construction,for,work,64,False,road,NN,0,0,0,2,,,
road,work,rural,.,64,False,construction,NN,0,0,0,7,,ion,
construction,.,road,,64,False,work,NN,0,0,27,7,,,
A,fund,,,65,False,revolving,VB,0,0,3,0,,ing,
revolving,,A,,65,False,fund,NN,0,0,6,3,,,
The,apparently,,intends,66,False,department,NN,0,0,0,3,,,
department,intends,The,to,66,False,apparently,RB,0,2,0,0,,ly,
apparently,to,department,make,66,False,intends,VB,0,0,4,0,in,,
to,the,intends,Rural,66,False,make,VB,0,0,49,2,,e,
the,Roads,make,Authority,66,True,Rural,JJ,2,0,0,0,,,
Rural,Authority,the,a,66,True,Roads,NN,0,0,0,3,,,
Roads,a,Rural,revolving,66,True,Authority,NN,0,0,0,7,,,
a,fund,Authority,under,66,False,revolving,VB,0,0,3,0,,ing,
revolving,under,a,which,66,False,fund,NN,0,0,6,3,,,
which,bonds,under,would,66,False,new,JJ,11,1,0,0,,,
new,would,which,be,66,False,bonds,NN,0,0,4,10,,,
be,every,would,time,66,False,issued,VB,0,0,5,0,,ed,
every,a,issued,portion,66,False,time,NN,0,0,5,10,,e,
a,of,time,the,66,False,portion,NN,0,0,1,7,,ion,
the,ones,of,are,66,False,old,JJ,8,0,0,1,,,
old,are,the,paid,66,False,ones,NN,0,0,0,2,,,
are,off,ones,by,66,False,paid,VB,3,0,11,0,,,
by,authorities,off,.,66,False,tax,NN,0,0,4,1,,,
tax,.,by,,66,False,authorities,NN,0,0,0,8,,,
,opened,,his,67,True,Vandiver,NP,0,0,0,0,,er,
Vandiver,his,,race,67,False,opened,VB,3,0,11,0,,ed,
his,for,opened,governor,67,False,race,NN,0,0,4,6,,e,
for,in,race,1958,67,False,governor,NN,0,0,0,2,,,
a,in,with,the,67,False,battle,NN,0,0,1,3,,e,
the,against,in,the,67,True,Legislature,NN,0,0,0,1,,e,
the,of,against,$50,67,False,issuance,NN,0,0,0,1,,e,
of,million,issuance,worth,67,True,$50,NN,0,0,0,0,,,
million,of,$50,additional,67,False,worth,NN,2,0,0,3,,,
of,rural,worth,roads,67,False,additional,JJ,1,0,0,0,,,
additional,roads,of,bonds,67,False,rural,JJ,2,0,0,0,,,
rural,bonds,additional,proposed,67,False,roads,NN,0,0,0,3,,,
roads,proposed,rural,by,67,False,bonds,NN,0,0,4,10,,,
bonds,by,roads,then,67,False,proposed,VB,0,0,5,0,,ed,
by,Gov.,proposed,Marvin,67,False,then,RB,1,3,0,1,,,
then,Marvin,by,Griffin,67,True,Gov.,NN,0,0,0,0,,,
Gov.,Griffin,then,.,67,True,Marvin,NP,0,0,0,0,,,
Marvin,.,Gov.,,67,True,Griffin,NP,0,0,0,1,,,
The,Department,,source,68,True,Highway,NN,0,0,0,1,,,
Highway,source,The,told,68,True,Department,NN,0,0,0,3,,,
Department,told,Highway,The,68,False,source,NN,0,0,2,9,,e,
source,The,Department,Constitution,68,False,told,VB,0,0,8,0,,,
The,",",told,however,68,True,Constitution,NN,0,0,0,5,,ion,
that,has,",",not,68,True,Vandiver,NP,0,0,0,0,,er,
been,yet,not,about,68,False,consulted,VB,0,0,4,0,,ed,
consulted,about,been,the,68,False,yet,RB,0,6,0,0,,,
the,to,about,issue,68,False,plans,NN,0,0,4,3,,,
to,the,plans,new,68,False,issue,VB,0,0,5,11,,e,
the,rural,issue,roads,68,False,new,JJ,11,1,0,0,,,
new,roads,the,bonds,68,False,rural,JJ,2,0,0,0,,,
rural,bonds,new,.,68,False,roads,NN,0,0,0,3,,,
roads,.,rural,,68,False,bonds,NN,0,0,4,10,,,
,County,,Rep.,69,True,Schley,NP,0,0,0,0,,,
Schley,Rep.,,B.,69,True,County,NN,0,0,0,2,,,
County,B.,Schley,D.,69,True,Rep.,NN,0,0,0,0,,,
Rep.,D.,County,Pelham,69,True,B.,NP,0,0,0,0,,,
B.,Pelham,Rep.,will,69,True,D.,NP,0,0,0,0,,,
D.,will,B.,offer,69,True,Pelham,NP,0,0,0,1,,,
will,a,Pelham,resolution,69,False,offer,VB,0,0,13,3,,er,
a,Monday,offer,in,69,False,resolution,NN,0,0,0,11,,ion,
the,to,in,rescind,69,True,House,NN,0,0,2,12,,e,
to,the,House,body's,69,False,rescind,VB,0,0,1,0,,,
the,action,rescind,of,69,False,body's,NN,0,0,0,0,,,
body's,of,the,Friday,69,False,action,NN,0,0,2,10,,ion,
in,itself,Friday,a,69,False,voting,VB,0,0,5,1,,ing,
a,per,itself,day,69,True,$10,NN,0,0,0,0,,,
per,increase,$10,in,69,False,day,NN,0,0,0,10,,,
day,in,per,expense,69,False,increase,NN,0,0,2,5,in,e,
in,allowances,increase,.,69,False,expense,NN,0,0,1,3,,e,
expense,.,in,,69,False,allowances,NN,0,0,1,6,,,
,said,,Sunday,70,True,Pelham,NP,0,0,0,1,,,
Pelham,Sunday,,night,70,False,said,VB,1,0,11,0,,,
Sunday,there,said,was,70,False,night,NN,0,0,0,8,,,
was,being,there,done,70,False,research,NN,0,0,2,2,,,
being,on,research,whether,70,False,done,VB,2,0,13,0,,e,
``,'',the,vote,70,False,quickie,NN,0,0,0,1,,e,
'',on,quickie,the,70,False,vote,NN,0,0,5,5,,e,
the,can,on,be,70,False,increase,NN,0,0,2,5,in,e,
be,outright,can,or,70,False,repealed,VB,0,0,1,0,,ed,
repealed,or,be,whether,70,False,outright,RB,1,3,0,0,,,
whether,would,or,have,70,False,notice,NN,0,0,4,7,,e,
to,be,have,given,70,False,first,RB,6,4,0,6,,,
be,that,first,reconsideration,70,False,given,VB,2,0,44,1,,,
that,of,given,the,70,False,reconsideration,NN,0,0,0,2,,ion,
the,would,of,be,70,False,action,NN,0,0,2,10,,ion,
be,.,would,,70,False,sought,VB,2,0,5,0,,,
While,that,,technical,71,False,emphasizing,VB,0,0,2,1,,ing,
that,details,emphasizing,were,71,False,technical,JJ,5,0,0,2,,,
technical,were,that,not,71,False,details,NN,0,0,2,6,,,
not,worked,were,out,71,False,fully,RB,0,3,0,0,,ly,
fully,out,not,",",71,False,worked,VB,0,0,27,0,,ed,
",",said,out,his,71,True,Pelham,NP,0,0,0,1,,,
Pelham,his,",",resolution,71,False,said,VB,1,0,11,0,,,
his,would,said,seek,71,False,resolution,NN,0,0,0,11,,ion,
would,to,resolution,set,71,False,seek,VB,0,0,5,1,,,
to,aside,seek,the,71,False,set,VB,7,0,25,13,,,
set,the,to,privilege,71,False,aside,RB,0,6,0,2,,e,
the,resolution,aside,which,71,False,privilege,NN,0,0,1,3,,e,
privilege,which,the,the,71,False,resolution,NN,0,0,0,11,,ion,
the,voted,which,through,71,True,House,NN,0,0,2,12,,e,
House,through,the,87-31,71,False,voted,VB,0,0,5,0,,ed,
A,resolution,,passed,72,False,similar,JJ,5,0,0,0,,,
similar,passed,A,in,72,False,resolution,NN,0,0,0,11,,ion,
resolution,in,similar,the,72,False,passed,VB,0,0,25,0,,ed,
the,by,in,a,72,True,Senate,NN,0,0,0,2,,e,
a,of,by,29-5,72,False,vote,NN,0,0,5,5,,e,
Sunday,",",of,there,73,False,night,NN,0,0,0,8,,,
no,of,was,a,73,False,word,NN,0,0,1,10,,,
a,being,of,offered,73,False,resolution,NN,0,0,0,11,,ion,
being,there,resolution,to,73,False,offered,VB,0,0,13,0,,ed,
offered,to,being,rescind,73,False,there,RB,0,3,0,1,,e,
to,the,there,action,73,False,rescind,VB,0,0,1,0,,,
the,.,rescind,,73,False,action,NN,0,0,2,10,,ion,
,pointed,,out,74,True,Pelham,NP,0,0,0,1,,,
